1441528113,22.8,47.7
1441528125,22.8,47.4
1441528140,22.8,47.3
1441528151,22.8,47.2
1441528162,22.8,47.1
1441528174,22.8,47.2
1441528185,22.8,47.5
1441528199,22.8,47.9
1441528211,22.8,47.2
1441528227,22.8,47.3
1441528241,22.8,47.5
1441528253,22.8,47.5
1441528264,22.7,47.5
1441528283,22.8,47.7
1441528297,22.8,47.8
1441528309,22.8,47.5
1441528320,22.8,47.9
1441528334,22.8,47.8
1441528348,22.8,47.5
1441528349,22.8,47.5
1441528351,22.7,47.5
1441528352,22.7,47.5
1441528354,22.7,47.5
1441528355,22.7,47.8
1441528345,22.7,47.8
1441528359,22.8,41.5
1441528365,22.8,47.7
1441528369,22.8,47.6
1441528527,22.8,47.5
1441528539,22.8,47.4
1441528553,22.8,47.4
1441528564,22.8,47.4
1441528576,22.8,47.4
1441528587,22.8,47.3
1441528599,22.8,47.7
1441528613,22.8,47.6
1441528626,22.8,47.8
1441528638,22.8,47.9
1441528774,22.8,47.3
1441528786,22.8,47.3
1441528797,22.8,47.2
1441528808,22.8,47.4
1441528822,22.8,47.4
1441528834,22.8,47.6
1441528846,22.8,47.8
1441528858,22.8,47.3
1441528872,22.8,47.3
1441528888,22.8,47.6
1441528900,22.8,47.8
1441528911,22.8,47.6
1441528922,22.8,47.5
1441528935,22.8,47.6
1441528946,22.8,47.4
1441528957,22.8,47.3
1441528971,22.8,47.4
1441528985,22.8,47.3
1441528997,22.8,47.4
1441529008,22.8,47.7
1441529020,22.8,49.1
1441529032,22.9,49.1
1441529051,22.8,48.1
1441529052,22.8,48.0
1441529043,22.8,48.0
1441529057,22.8,48.0
1441529059,22.8,48.0
1441529060,22.8,48.0
1441529061,22.8,48.0
1441529063,22.8,48.0
1441529064,22.8,48.0
1441529066,22.8,48.0
1441529056,22.8,48.0
1441529070,22.8,48.0
1441529072,22.8,48.0
1441529076,22.8,48.0
1441529296,22.8,48.0
1441529307,22.8,48.7
1441529319,22.8,48.6
1441529330,22.8,48.0
1441529347,22.8,48.0
1441529358,22.8,48.0
1441529370,22.9,48.1
1441529381,22.8,48.5
1441529395,22.8,48.3
1441529406,22.9,48.2
1441529418,22.9,48.4
1441529597,22.8,48.5
1441529608,22.9,48.3
1441529620,22.8,48.3
1441529631,22.9,48.3
1441529642,22.9,48.3
1441529654,22.8,48.3
1441529665,22.8,48.3
1441530610,22.8,48.2
1441530628,23.0,47.8
1441530629,23.0,47.8
1441530622,23.0,47.8
1441530630,22.9,47.8
1441530634,22.9,47.8
1441530636,23.0,47.8
1441530637,22.9,47.8
1441530638,23.0,47.8
1441530640,22.5,47.8
1441530633,23.0,47.8
1441530645,23.0,47.8
1441530646,23.0,47.8
1441530647,23.0,47.8
1441530649,23.0,47.8
1441530650,22.9,47.8
1441530651,23.0,47.8
1441530644,22.9,47.8
1441530653,23.0,47.8
1441530659,23.0,47.8
1441530655,23.0,47.8
1441530667,22.9,47.7
1441530668,23.0,47.7
1441530666,23.0,47.7
1441530685,23.0,47.6
1441530682,23.0,47.7
1441530700,22.9,47.7
1441530702,23.0,47.7
1441530705,23.0,47.7
1441530708,23.0,47.7
1441530716,23.0,47.6
1441530716,23.0,47.6
1441530718,23.0,47.6
1441530719,23.0,47.6
1441530716,23.0,47.6
1441530729,23.0,47.6
1441530734,22.9,47.6
1441530737,23.0,47.5
1441530743,22.9,47.6
1441530747,23.0,47.6
1441530743,23.0,47.6
1441530750,23.0,47.5
1441530741,23.0,47.5
1441530749,23.0,47.5
1441530752,23.0,47.5
1441530759,23.0,47.5
1441530751,23.0,47.5
1441530755,23.0,47.5
1441530764,23.0,47.5
1441530760,23.0,47.5
1441530767,22.9,47.5
1441530766,22.9,47.5
1441530769,23.0,47.5
1441530768,23.0,47.5
1441530772,23.0,47.5
1441530763,23.0,47.5
1441530773,22.9,47.4
1441530771,22.9,47.5
1441530779,23.0,47.4
1441530785,23.0,47.4
1441530801,23.0,47.4
1441530787,23.0,47.4
1441530799,23.0,47.5
1441530812,22.9,47.4
1441530814,23.0,47.4
1441530964,23.0,47.4
1441530976,23.0,47.6
1441530987,23.0,47.6
1441530999,23.0,47.6
1441531010,23.0,47.6
1441531021,22.9,47.6
1441531033,23.0,47.6
1441531055,23.0,47.6
1441543477,24.4,46.3
1441543479,24.3,46.9
1441543481,24.3,46.9
1441543482,24.3,47.0
1441543484,24.3,47.0
1441543488,24.3,46.9
1441543534,24.3,46.9
1441543608,24.3,46.9
1441543619,24.2,48.8
1441543630,24.2,50.0
